_id,conversation,user,role,content,intent,agent,sources,metadata,createdAt,__v,expiresAt
6a35633e27c1401f97ab0e8a,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,"nono, de los cursos?",courses_sales,course_sales_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:41:50.298,0,
6a35633f27c1401f97ab0e98,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Actualmente no encontre cursos especificos de nono disponibles en la plataforma. Sin embargo, puedo mostrarte otros cursos disponibles o puedes revisar el catalogo completo en la seccion Cursos.",courses_sales,course_sales_agent,"[{'title': 'Consulta de cursos', 'domain': 'courses', 'sourceType': 'internal_static', 'sourceId': 'courses-listing'}]",,2026-06-19 15:41:51.120,0,
6a35635527c1401f97ab0ea2,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,Y enventos que son?,events_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:42:13.490,0,
6a35635627c1401f97ab0ea4,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Los eventos son actividades que puedes revisar y, si están habilitadas, registrarte para participar. Puedes consultar la sección de eventos para ver los disponibles y obtener más detalles.",events_help,applicant_support_agent,"[{'title': 'Consulta de eventos', 'domain': 'events', 'sourceType': 'internal_static', 'sourceId': 'events-listing'}]",,2026-06-19 15:42:14.158,0,
6a35636027c1401f97ab0eae,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,para que sirven',profile_account,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:42:24.550,0,
6a35636127c1401f97ab0eb1,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Desde la sección ""Mi Perfil y Configuración"" puedes actualizar tus datos como postulante, gestionar tu cuenta y establecer tus preferencias. Si necesitas más información específica sobre cómo realizar alguna de estas acciones, házmelo saber.",profile_account,applicant_support_agent,"[{'title': 'Perfil y cuenta', 'domain': 'profile', 'sourceType': 'internal_static', 'sourceId': 'profile-settings'}, {'title': 'Perfil autenticado', 'domain': 'profile', 'sourceType': 'mongodb_collection', 'sourceId': 'users'}]",,2026-06-19 15:42:25.362,0,
6a35637527c1401f97ab0ebb,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,Y para postularme a una empresa como hago?,companies_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:42:45.798,0,
6a35637627c1401f97ab0ebd,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Para postularte a una empresa, primero debes explorar las organizaciones registradas en la sección de Empresas en la plataforma. Ahí podrás abrir perfiles de las empresas disponibles y seguir las instrucciones específicas para cada una. Si necesitas más detalles sobre un proceso en particular, házmelo saber.",companies_help,applicant_support_agent,"[{'title': 'Exploracion de empresas', 'domain': 'companies', 'sourceType': 'internal_static', 'sourceId': 'companies-listing'}]",,2026-06-19 15:42:46.690,0,
6a3563c327c1401f97ab0ed3,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,"una pregunta, segun mi perfil que cursos de los que hay me recomendarias?",courses_sales,course_sales_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:44:03.099,0,
6a3563c427c1401f97ab0ee1,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Actualmente encontre 2 cursos activos. Te muestro algunas opciones:

1. Productividad en equipo con Google Workspace
 - Descripcion: ¡Conviértete en un héroe de la productividad! Aprende a centralizar tu centro de mando en Gmail, diseñar arquitecturas de tiempo en Calendar y automatizar el análisis de datos en S...
 - Duracion: 40 minutos
 - Modalidad: Virtual - Asíncrono
 - Instructor: Sofia Flores y José Pauyac
 - Precio: Gratis
 - Nivel: Básico
 - Certificado: Si
 - Fecha de inicio: Acceso directo
 - Fecha de fin: 2026-12-30

2. LinkedIn Boost - Potencia tu Marca Personal
 - Descripcion: Impulsa tu Perfil Profesional y aprende a utilizar Linkedin desde 0, para alcanzar mejores empleos.
 - Duracion: 40 minutos
 - Modalidad: Virtual - Asíncrono
 - Instructor: Maykol Echevarría - Líder en Creación de Contenido
 - Precio: Gratis
 - Nivel: Básico
 - Certificado: No
 - Fecha de inicio: Acceso directo
 - Fecha de fin: 2026-12-30

 Puedes abrir la seccion Cursos para revisar el detalle publicado.",courses_sales,course_sales_agent,"[{'title': 'Consulta de cursos', 'domain': 'courses', 'sourceType': 'internal_static', 'sourceId': 'courses-listing'}, {'title': 'Productividad en equipo con Google Workspace', 'domain': 'courses', 'sourceType': 'mongodb_collection'}, {'title': 'LinkedIn Boost - Potencia tu Marca Personal', 'domain': 'courses', 'sourceType': 'mongodb_collection'}]",,2026-06-19 15:44:04.828,0,
6a3563fa27c1401f97ab0f08,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,"Segun mi cv, cuanto podria ser mi sueldo?",cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:44:58.457,0,
6a3563fb27c1401f97ab0f0b,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"No tengo la capacidad de determinar un sueldo basado en tu CV. Te recomiendo investigar en portales de empleo o consultar con profesionales del área para obtener una estimación más precisa. Si necesitas ayuda con tu CV o postulaciones, puedo asistirte en eso.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-19 15:44:59.286,0,
6a35642c27c1401f97ab0f1d,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,sobre funcionalidades premiun o no premiun cualels hay?+,support_platform,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:45:48.738,0,
6a35642d27c1401f97ab0f20,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"No tengo información específica sobre las funcionalidades premium o no premium de la plataforma. Te recomiendo revisar el panel postulante en el menú, donde puedes acceder a las secciones de Curriculum Vitae, Empleos, Empresas, Postulaciones, Cursos, Eventos y Perfil. Si necesitas más detalles sobre las funcionalidades, considera contactar al soporte de la plataforma.",support_platform,applicant_support_agent,"[{'title': 'Uso general del panel postulante', 'domain': 'support', 'sourceType': 'internal_static', 'sourceId': 'support-panel-b2c'}, {'title': 'Perfil autenticado', 'domain': 'profile', 'sourceType': 'mongodb_collection', 'sourceId': 'users'}]",,2026-06-19 15:45:49.809,0,
6a35644527c1401f97ab0f2a,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,Como consigo mas tokens?,support_platform,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 15:46:13.626,0,
6a35644627c1401f97ab0f2d,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Para conseguir más tokens, te recomiendo que revises el panel postulante en la sección correspondiente. Ahí podrás encontrar información sobre cómo obtener más tokens. Si necesitas ayuda adicional, puedo activar un escalamiento humano.",support_platform,applicant_support_agent,"[{'title': 'Uso general del panel postulante', 'domain': 'support', 'sourceType': 'internal_static', 'sourceId': 'support-panel-b2c'}, {'title': 'Perfil autenticado', 'domain': 'profile', 'sourceType': 'mongodb_collection', 'sourceId': 'users'}]",,2026-06-19 15:46:14.448,0,
6a3578e927c1401f97ab1187,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,Quiero ayuda para mejorar mi CV,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 17:14:17.908,0,
6a3578eb27c1401f97ab118a,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Para mejorar tu CV, puedes crear, subir o actualizar tus documentos desde la sección de Curriculum Vitae. Actualmente tienes tres CVs, de los cuales uno es tu CV principal. 

Si deseas realizar cambios o necesitas consejos específicos sobre cómo mejorar alguna sección, házmelo saber.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-19 17:14:19.026,0,
6a35790e27c1401f97ab11a3,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,user,Muéstrame cursos disponibles,courses_sales,course_sales_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 17:14:54.188,0,
6a35791027c1401f97ab11b1,6a35627327c1401f97ab0e26,687711a049fccafa69055cb8,assistant,"Actualmente encontre 5 cursos activos. Te muestro algunas opciones:

1. Ikigai
 - Descripcion: Identifica tu propósito personal con este framework, IKIGAI, que te servirá para guiar tu carrera profesional.
 - Duracion: 40 minutos
 - Modalidad: Virtual - Asíncrono
 - Instructor: Bryan Cerna
 - Precio: Gratis
 - Nivel: Básico
 - Certificado: No
 - Fecha de inicio: Acceso directo
 - Fecha de fin: 2026-12-30

2. Productividad en equipo con Google Workspace
 - Descripcion: ¡Conviértete en un héroe de la productividad! Aprende a centralizar tu centro de mando en Gmail, diseñar arquitecturas de tiempo en Calendar y automatizar el análisis de datos en S...
 - Duracion: 40 minutos
 - Modalidad: Virtual - Asíncrono
 - Instructor: Sofia Flores y José Pauyac
 - Precio: Gratis
 - Nivel: Básico
 - Certificado: Si
 - Fecha de inicio: Acceso directo
 - Fecha de fin: 2026-12-30

3. Negocia y Convence
 - Descripcion: Aprende a comunicar y persuadir a tu cliente con técnicas comerciles avanzadas.
 - Duracion: 40 minutos
 - Modalidad: Virtual - Asíncrono
 - Instructor: Nayeli Espinoza, Jeini Santamaria & Jairo Blas
 - Precio: Gratis
 - Nivel: Básico
 - Certificado: Si
 - Fecha de inicio: Acceso directo
 - Fecha de fin: 2026-12-30

Tambien hay mas cursos disponibles. Puedes pedirme 'muestrame mas cursos' o revisar el catalogo completo en la seccion Cursos.",courses_sales,course_sales_agent,"[{'title': 'Consulta de cursos', 'domain': 'courses', 'sourceType': 'internal_static', 'sourceId': 'courses-listing'}, {'title': 'Ikigai', 'domain': 'courses', 'sourceType': 'mongodb_collection'}, {'title': 'Productividad en equipo con Google Workspace', 'domain': 'courses', 'sourceType': 'mongodb_collection'}, {'title': 'Negocia y Convence', 'domain': 'courses', 'sourceType': 'mongodb_collection'}]",,2026-06-19 17:14:56.374,0,
6a357a6127c1401f97ab126e,6a357a6027c1401f97ab126c,66bab0c9db5c98b2ee748847,user,Quiero ayuda para mejorar mi CV,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-19 17:20:33.020,0,
6a357a6227c1401f97ab1271,6a357a6027c1401f97ab126c,66bab0c9db5c98b2ee748847,assistant,"Para mejorar tu CV, puedes considerar lo siguiente:

1. **Revisar el contenido**: Asegúrate de que toda la información sea clara, concisa y relevante para el puesto al que te postulas.
2. **Formato y diseño**: Utiliza un formato limpio y profesional. Asegúrate de que sea fácil de leer.
3. **Experiencia y logros**: Destaca tus logros y responsabilidades en trabajos anteriores, utilizando verbos de acción.

Actualmente tienes tres CVs en tu cuenta. Tu CV principal es ""Juan Pablo Sinarahua_CV"". Si necesitas realizar cambios, puedes actualizarlo directamente desde la sección de Curriculum Vitae.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-19 17:20:34.483,0,
6a38c8ba9bf6db77526ffa46,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Qué es Laboral.AI?,support_platform,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:31:38.609,0,
6a38c8bb9bf6db77526ffa49,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Laboral.AI es una plataforma que te permite acceder a diversas funcionalidades relacionadas con la búsqueda de empleo. Desde el panel postulante, puedes gestionar tu Curriculum Vitae, explorar empleos, conocer empresas, realizar postulaciones, inscribirte en cursos, participar en eventos y administrar tu perfil. Si necesitas más información sobre alguna de estas secciones, házmelo saber.",support_platform,applicant_support_agent,"[{'title': 'Uso general del panel postulante', 'domain': 'support', 'sourceType': 'internal_static', 'sourceId': 'support-panel-b2c'}, {'title': 'Perfil autenticado', 'domain': 'profile', 'sourceType': 'mongodb_collection', 'sourceId': 'users'}]",,2026-06-22 05:31:39.955,0,
6a38c8eb9bf6db77526ffa57,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Cómo funciona Laboral.AI?,support_platform,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:32:27.559,0,
6a38c8ec9bf6db77526ffa5a,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Laboral.AI funciona a través de un panel postulante donde puedes acceder a diferentes secciones: Curriculum Vitae, Empleos, Empresas, Postulaciones, Cursos, Eventos y Perfil. Desde allí, puedes gestionar tu búsqueda de empleo y mejorar tu perfil profesional. Si necesitas más información sobre alguna sección específica, házmelo saber.",support_platform,applicant_support_agent,"[{'title': 'Uso general del panel postulante', 'domain': 'support', 'sourceType': 'internal_static', 'sourceId': 'support-panel-b2c'}, {'title': 'Perfil autenticado', 'domain': 'profile', 'sourceType': 'mongodb_collection', 'sourceId': 'users'}]",,2026-06-22 05:32:28.423,0,
6a38c8f99bf6db77526ffa64,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Necesito iniciar sesión?,profile_account,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:32:41.057,0,
6a38c8fa9bf6db77526ffa67,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Sí, necesitas iniciar sesión para acceder a tu perfil y configuración. Desde allí, podrás actualizar tus datos, cuenta y preferencias. Si tienes más preguntas, no dudes en preguntar.",profile_account,applicant_support_agent,"[{'title': 'Perfil y cuenta', 'domain': 'profile', 'sourceType': 'internal_static', 'sourceId': 'profile-settings'}, {'title': 'Perfil autenticado', 'domain': 'profile', 'sourceType': 'mongodb_collection', 'sourceId': 'users'}]",,2026-06-22 05:32:42.393,0,
6a38c90f9bf6db77526ffa71,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Qué son los créditos?,out_of_scope,boundary_guard,[],{'source': 'b2c-ai-widget'},2026-06-22 05:33:03.443,0,
6a38c90f9bf6db77526ffa73,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Por ahora solo puedo ayudarte con consultas relacionadas a laboral.ai, CV, empleos, postulaciones, empresas, cursos, eventos, perfil o inscripción.",out_of_scope,boundary_guard,[],,2026-06-22 05:33:03.536,0,
6a38c91c9bf6db77526ffa7d,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Qué son los Laboral Heroes?,out_of_scope,boundary_guard,[],{'source': 'b2c-ai-widget'},2026-06-22 05:33:16.410,0,
6a38c91c9bf6db77526ffa7f,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Por ahora solo puedo ayudarte con consultas relacionadas a laboral.ai, CV, empleos, postulaciones, empresas, cursos, eventos, perfil o inscripción.",out_of_scope,boundary_guard,[],,2026-06-22 05:33:16.502,0,
6a38c9299bf6db77526ffa89,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Qué ofrece Laboral.AI a empresas?,companies_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:33:29.744,0,
6a38c92a9bf6db77526ffa8b,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Laboral.AI ofrece a las empresas la posibilidad de explorar organizaciones registradas y abrir perfiles de empresa disponibles en la plataforma. Si necesitas más información específica sobre los servicios o características, te recomiendo revisar la sección correspondiente en la plataforma.",companies_help,applicant_support_agent,"[{'title': 'Exploracion de empresas', 'domain': 'companies', 'sourceType': 'internal_static', 'sourceId': 'companies-listing'}]",,2026-06-22 05:33:30.473,0,
6a38c9659bf6db77526ffa9d,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Cómo creo un CV desde cero?,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:34:29.482,0,
6a38c9669bf6db77526ffaa0,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Para crear un CV desde cero, puedes hacerlo desde la sección de ""Curriculum Vitae"" en la plataforma. Allí podrás crear, subir y actualizar tu CV. Actualmente, ya tienes un CV principal llamado ""CV_Bryan_Taipe_Perez.pdf"". Si deseas crear uno nuevo, simplemente selecciona la opción para crear un nuevo CV y sigue las instrucciones.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-22 05:34:30.450,0,
6a38c9bd9bf6db77526ffad7,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Cómo descargo mi CV?,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:35:57.492,0,
6a38c9be9bf6db77526ffada,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Para descargar tu CV, ve a la sección de Curriculum Vitae en tu perfil. Allí encontrarás tu CV principal titulado ""CV_Bryan_Taipe_Perez.pdf"". Haz clic en el enlace de descarga correspondiente para obtenerlo.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-22 05:35:58.676,0,
6a38c9ed9bf6db77526ffae8,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Puedo traducir mi CV al inglés?,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:36:45.541,0,
6a38c9ee9bf6db77526ffaeb,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Sí, puedes traducir tu CV al inglés. Desde la sección de Curriculum Vitae, puedes crear o actualizar tu CV. Si necesitas ayuda específica para la traducción, te recomiendo utilizar herramientas de traducción o servicios profesionales.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-22 05:36:46.322,0,
6a38ca009bf6db77526ffaf5,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Qué es el feedback de CV?,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:37:04.524,0,
6a38ca019bf6db77526ffaf8,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"El feedback de CV se refiere a las recomendaciones y observaciones que puedes recibir sobre tu Curriculum Vitae para mejorarlo. Esto puede incluir aspectos como el formato, la claridad de la información, la relevancia de la experiencia y habilidades, entre otros. 

Recuerda que desde la plataforma puedes crear, subir y actualizar tu CV, así como marcar uno como principal para tus postulaciones. Si necesitas más ayuda específica sobre tu CV, házmelo saber.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-22 05:37:05.644,0,
6a38ca159bf6db77526ffb02,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Cómo puedo mejorar mi CV?,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:37:25.885,0,
6a38ca189bf6db77526ffb05,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"Para mejorar tu CV, considera lo siguiente:

1. **Actualiza tu información**: Asegúrate de que todos tus datos estén actualizados y reflejen tu experiencia más reciente.
2. **Destaca logros**: En lugar de solo listar responsabilidades, incluye logros concretos que demuestren tu impacto en trabajos anteriores.
3. **Formato claro y profesional**: Utiliza un diseño limpio y fácil de leer. Asegúrate de que la información más relevante esté al principio.

Recuerda que puedes crear, subir y actualizar tu CV desde la sección de Curriculum Vitae en la plataforma. Si necesitas más ayuda específica, no dudes en preguntar.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-22 05:37:28.077,0,
6a38ca369bf6db77526ffb13,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Cuántos créditos cuesta reanalizar mi CV?,cv_help,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:37:58.878,0,
6a38ca379bf6db77526ffb16,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,assistant,"No tengo información sobre el costo de reanalizar tu CV. Te recomiendo revisar la sección correspondiente en la plataforma para obtener detalles sobre créditos y servicios relacionados. Si necesitas más ayuda, házmelo saber.",cv_help,applicant_support_agent,"[{'title': 'Gestion de Curriculum Vitae', 'domain': 'cv', 'sourceType': 'internal_static', 'sourceId': 'cv-dashboard'}, {'title': 'CVs del usuario', 'domain': 'cv', 'sourceType': 'mongodb_collection', 'sourceId': 'cvs'}]",,2026-06-22 05:37:59.721,0,
6a38ca579bf6db77526ffb20,6a38c8ba9bf6db77526ffa44,69c0ad3d09d9ef031b7677f2,user,¿Cómo busco empleos?,job_search,applicant_support_agent,[],{'source': 'b2c-ai-widget'},2026-06-22 05:38:31.273,0,
